2052 18:06:21 WARN  A duplicate setting "ContentSearch.SearchMaxResults" has been detected in the Sitecore.ContentSearch.Solr.DefaultIndexConfiguration.config file. The value of the setting will be changed to "500".
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.services.core.dll (Sitecore Services 1.0.0, Sitecore Services, 1.0 rev. 141114)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.services.infrastructure.dll (Sitecore Services 1.0.0, Sitecore Services, 1.0 rev. 141114)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.services.infrastructure.sitecore.dll (Sitecore Services 1.0.0, Sitecore Services, 1.0 rev. 141114)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.sessionprovider.dll (Sitecore CMS, 8.0 rev. 150621)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.sessionprovider.memory.dll (Sitecore CMS, 8.0 rev. 150621)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.sessionprovider.mongodb.dll (Sitecore CMS, 8.0 rev. 150621)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.sessionprovider.sql.dll (Sitecore CMS, 8.0 rev. 150621)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.shell.marketingautomation.dll (Sitecore Engagement Automation Suite 1.0.0, 1.0.0 rev. 150217)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.common.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.domain.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.mvc.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.client.speak.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.configuration.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.domain.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.experienceprofile.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.facebook.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.facebook.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.facebook.client.mvc.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.facebook.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.googleplus.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.googleplus.client.mvc.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:33 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.googleplus.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.infrastructure.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.infrastructure.logging.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.installation.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.klout.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.klout.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.linkedin.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.linkedin.client.mvc.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.linkedin.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.networkproviders.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.sitecoreaccess.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.socialmarketer.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.socialmarketer.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.socialmarketer.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.twitter.api.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.twitter.client.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.twitter.client.mvc.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.social.twitter.dll (Social Connected Module, 8.0 rev. 150528)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.applications.dll (Sitecore Speak Applications, 1.3.1 rev. 150529)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.charting.dll (Sitecore Speak Charting, 1.1.0 rev. 141203)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.client.dll (Sitecore Speak Demo, 1.3.4 rev. 150520)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.itemwebapi.dll (Sitecore Speak Demo, 1.3.4 rev. 150520)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.mvc.dll (Sitecore Speak Demo, 1.3.4 rev. 150520)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.speak.web.dll (Sitecore Speak Demo, 1.3.4 rev. 150520)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.support.99307.dll (Sitecore.Support.99307)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.update.dll (Sitecore Update Installation Wizard, 1.0.0 rev. 150619)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.web.dll (Sitecore.Web 1.0.0, 1.0.0 rev. 141110)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecore.zip.dll (Sitecore CMS, ZIP support for Sitecore, 7.0.0)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\sitecoreproject.dll (SitecoreProject)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\solrnet.dll (SolrNet, SolrNet, 7e145bad3cb1f6800b55a46e1214929e134deb9b)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\stimulsoft.base.dll (Stimulsoft Reports, Stimulsoft Base)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\stimulsoft.database.dll (Stimulsoft Reports, Stimulsoft Reports Database Helper)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\stimulsoft.report.dll (Stimulsoft Reports, Stimulsoft Reports Engine)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\stimulsoft.report.web.dll (Stimulsoft Reports.Web, Stimulsoft Reports.Web Viewer)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\stimulsoft.report.webdesign.dll (Stimulsoft Reports Designer.Web, Stimulsoft Reports Designer.Web)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.net.http.dll (Microsoft® .NET Framework, System.Net.Http.dll, 4.6.1038.0)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.net.http.formatting.dll (Microsoft ASP.NET MVC, 5.1.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.net.http.webrequest.dll (Microsoft® .NET Framework, System.Net.Http.WebRequest.dll, 4.6.1038.0)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.cors.dll (Microsoft ASP.NET MVC, 5.1.0-20110)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.helpers.dll (Microsoft ASP.NET Web Pages, 3.0.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.http.cors.dll (Microsoft ASP.NET MVC, 5.1.0-20110)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.http.dll (Microsoft ASP.NET MVC, 5.1.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.http.webhost.dll (Microsoft ASP.NET MVC, 5.1.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.mvc.dll (Microsoft ASP.NET MVC, System.Web.Mvc.dll, 5.1.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.optimization.dll (System.Web.Optimization)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.razor.dll (Microsoft ASP.NET Web Pages, 3.0.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.webpages.deployment.dll (Microsoft ASP.NET Web Pages, 3.0.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.webpages.dll (Microsoft ASP.NET Web Pages, 3.0.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\system.web.webpages.razor.dll (Microsoft ASP.NET Web Pages, 3.0.1-20129 (54866f0d3262d0fccfc2cb463f003459fcabd6c8))
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\telerik.web.ui.dll (Telerik.Web.UI, Telerik RadControls for ASP.NET Ajax)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\telerik.web.ui.skins.dll (Telerik RadControls for ASP.NET Ajax Skins)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\tweetsharp.dll (TweetSharp)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\webgrease.dll (WebGrease)
2052 18:06:34 INFO  c:\inetpub\wwwroot\trainingsitecore\website\bin\yahoo.yui.compressor.dll (YUI Compressor, A .NET port of the Yahoo! YUI Compressor project)
2052 18:06:34 INFO  
2052 18:06:34 INFO  Operating system Microsoft Windows NT 10.0.10586.0
2052 18:06:34 INFO  
2052 18:06:34 INFO  Microsoft.NET version 4.0.30319.42000
2052 18:06:34 INFO  
2052 18:06:34 INFO  UTC offset: 07:00:00
2052 18:06:34 INFO  Machine name: DESKTOP-KS0TRF3
2052 18:06:34 INFO  App pool ID: TrainingSitecoreAppPool
2052 18:06:34 INFO  
2052 18:06:34 INFO  Process ID: 3216
2052 18:06:34 INFO  Windows identity used by the process: NT AUTHORITY\NETWORK SERVICE. Impersonation: False
2052 18:06:34 INFO  Managed pipeline mode: Integrated
2052 18:06:34 INFO  
2052 18:06:34 INFO  EventQueues enabled: True
2052 18:06:34 INFO  Instance Name:DESKTOP-KS0TRF3-TrainingSitecore
2052 18:06:34 INFO  
2052 18:06:34 INFO  Threshold settings
2052 18:06:34 INFO    Show threshold warnings: False
2052 18:06:34 INFO  
2052 18:06:34 INFO  Databases
2052 18:06:34 INFO    core
2052 18:06:34 INFO    master
2052 18:06:34 INFO    web
2052 18:06:34 INFO    filesystem
2052 18:06:34 INFO  
2052 18:06:34 INFO  Domains
2052 18:06:34 INFO  Trying to load XML configuration /App_Config/Security/Domains.config
2052 18:06:34 INFO    sitecore
2052 18:06:34 INFO    extranet
2052 18:06:34 INFO    default
2052 18:06:34 INFO  **********************************************************************
2052 18:06:34 INFO  **********************************************************************
2052 18:06:34 INFO  Attempting to get ASP.NET process history
2052 18:06:34 WARN  No process history available
2052 18:06:34 INFO  Cache created: 'LanguageProvider - Languages' (max size: 100KB, running total: 723MB)
ManagedPoolThread #15 18:06:36 INFO  Trying to load XML configuration /App_Config/Security/Domains.config
2052 18:07:38 INFO  Cache created: 'SqlDataProvider - Prefetch data(core)' (max size: 50MB, running total: 773MB)
ManagedPoolThread #9 18:07:39 INFO  Cache created: 'ItemCloningRelations' (max size: 50MB, running total: 823MB)
ManagedPoolThread #9 18:07:39 INFO  Cache created: 'AccessResultCache' (max size: 10MB, running total: 833MB)
2052 18:07:39 INFO  Loading Dictionary from cache
2052 18:07:39 INFO  MemoryMonitor initialized. Threshold: 2 GB. Interval: 00:00:05
2052 18:07:40 INFO  [Analytics]: Started background service for 'maintenanceService'.
2052 18:07:40 INFO  Cache created: 'taxonomy.campaigngroups' (max size: 20MB, running total: 853MB)
2052 18:07:40 INFO  Cache created: 'taxonomy.channels' (max size: 20MB, running total: 873MB)
2052 18:07:40 INFO  Cache created: 'taxonomy.assets' (max size: 20MB, running total: 893MB)
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/aggregator'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/contactProcessing'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/cleanup'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/recovery'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/rebuildAgent'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/historyWorker'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/historyCompletionCheck'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/automationAggregator'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/automationRangeManager'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'aggregation/automationCleanupService'.
2052 18:07:40 INFO  [Analytics]: Automation aggregation SubsystemLoader hook initialized.
2052 18:07:40 INFO  [Analytics]: Started background service for 'processing/taskAgent'.
2052 18:07:40 WARN  The "ContentSearch.VerboseLogging" setting contains an invalid value. The default value is used instead. Invalid value: "". Default value: "False"
2052 18:07:40 INFO  [Analytics]: Started background service for 'pathAnalyzer/newMapAgent'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'pathAnalyzer/dailyMapAgent'.
2052 18:07:40 INFO  [Analytics]: Started background service for 'pathAnalyzer/smartMergeAgent'.
2052 18:07:40 INFO  [Path Analyzer]() Path Analyzer subsystem hook initialized.
2052 18:07:40 INFO  [Analytics]: Started background service for 'experienceAnalytics/reduce/agent'.
2052 18:07:40 INFO  [Experience Analytics]: ExperienceAnalytics reduce subsystem initialized.
2052 18:07:40 WARN  The "ItemCloning.Enabled" setting contains an invalid value. The default value is used instead. Invalid value: "". Default value: "True"
2052 18:07:40 INFO  Scheduler - Initializing
2052 18:07:41 INFO  Cache created: 'UserProfileCache' (max size: 5MB, running total: 898MB)
2052 18:07:41 INFO  Cache created: 'clientData' (max size: 25MB, running total: 923MB)
2052 18:07:42 INFO  Scheduler - Interval set to: 00:00:05
2052 18:07:42 INFO  Scheduler - Worker thread started
2052 18:07:42 INFO  Cache created: 'Log singles' (max size: 100KB, running total: 924MB)
2052 18:07:42 ERROR    at System.Web.Configuration.ConfigUtil.GetType(String typeName, String propertyName, ConfigurationElement configElement, XmlNode node, Boolean checkAptcaBit, Boolean ignoreCase)
   at System.Web.Configuration.ConfigUtil.GetType(String typeName, String propertyName, ConfigurationElement configElement, Boolean checkAptcaBit, Boolean ignoreCase)
   at System.Web.Configuration.ProvidersHelper.InstantiateProvider(ProviderSettings providerSettings, Type providerType)
   at System.Web.Configuration.ProvidersHelper.InstantiateProviders(ProviderSettingsCollection configProviders, ProviderCollection providers, Type providerType)
   at System.Web.Security.Membership.InitializeSettings(Boolean initializeGeneralSettings, RuntimeConfig appConfig, MembershipSection settings)
   at System.Web.Security.Membership.Initialize()
   at System.Web.Security.Membership.get_Provider()
   at System.Web.Security.Membership.GetUser(String username, Boolean userIsOnline)
   at Sitecore.Security.Domains.Domain.CreateAnonymousUserIfNeeded()
   at Sitecore.Pipelines.Loader.EnsureAnonymousUsers.Process(PipelineArgs args)
2052 18:07:46 INFO  Sitecore.Analytics.Automation.Diagnostics.PerformanceCounters are initialized
ManagedPoolThread #9 18:07:46 INFO  Cache created: 'SqlDataProvider - Prefetch data(web)' (max size: 50MB, running total: 974MB)
2052 18:07:46 INFO  Sitecore.Analytics.Diagnostics.PerformanceCounters are initialized
2052 18:07:47 INFO  DumpConfigurationFiles: Started
13848 18:07:47 INFO  Scheduler - Adding agents
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.UrlAgent (interval: 00:15:00)
14052 18:07:47 INFO  DumpConfigurationFiles: Dump folder is C:\inetpub\wwwroot\TrainingSitecore\data\diagnostics\configuration_history\20161127Z.110747Z
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.TaskDatabaseAgent (interval: 00:10:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CompactClientDataAgent (interval: 04:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupHistory (interval: 04:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupPublishQueue (interval: 04:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupEventQueue (interval: 04:00:00)
13848 18:07:47 INFO  Scheduler - Skipping inactive agent: Sitecore.Tasks.HtmlCacheClearAgent
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupAuthenticationTicketsAgent (interval: 04:00:00)
13848 18:07:47 INFO  Scheduler - Skipping inactive agent: Sitecore.Tasks.PublishAgent
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupAgent (interval: 06:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CounterDumpAgent (interval: 01:00:00)
ManagedPoolThread #9 18:07:47 INFO  Cache created: 'ProxyProvider' (max size: 500KB, running total: 974MB)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Tasks.CloneNotificationsCleanupAgent (interval: 1.00:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.Analytics.Tasks.EmailReportsTask (interval: 01:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Sitecore.ContentSearch.Tasks.Optimize (interval: 01:00:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Core_Database_Agent (interval: 00:10:00)
13848 18:07:47 INFO  Scheduler - Adding agent: Master_Database_Agent (interval: 00:10:00)
13848 18:07:48 INFO  Scheduler - Adding agent: Sitecore.Tasks.CleanupFDAObsoleteMediaData (interval: 1.00:00:00)
13848 18:07:48 INFO  Scheduler - Adding agent: Sitecore.Tasks.WebDAVOptionsCleanupAgent (interval: 1.00:00:00)
13848 18:07:48 INFO  Scheduler - Adding agent: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (interval: 00:00:10)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'shell[html]' (max size: 0 bytes, running total: 974MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'shell[registry]' (max size: 15MB, running total: 989MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'shell[viewstate]' (max size: 1MB, running total: 990MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'shell[xsl]' (max size: 25MB, running total: 1015MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'shell[filtered items]' (max size: 10MB, running total: 1025MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'login[html]' (max size: 0 bytes, running total: 1025MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'login[registry]' (max size: 25MB, running total: 1050MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'login[viewstate]' (max size: 25MB, running total: 1075MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'login[xsl]' (max size: 50MB, running total: 1125MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'login[filtered items]' (max size: 10MB, running total: 1135MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'admin[html]' (max size: 0 bytes, running total: 1135MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'admin[registry]' (max size: 25MB, running total: 1160MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'admin[viewstate]' (max size: 25MB, running total: 1185MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'admin[xsl]' (max size: 50MB, running total: 1235MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'admin[filtered items]' (max size: 10MB, running total: 1245MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'service[html]' (max size: 0 bytes, running total: 1245MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'service[registry]' (max size: 25MB, running total: 1270MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'service[viewstate]' (max size: 25MB, running total: 1295MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'service[xsl]' (max size: 50MB, running total: 1345MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'service[filtered items]' (max size: 10MB, running total: 1355MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_shell[html]' (max size: 0 bytes, running total: 1355MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_shell[registry]' (max size: 25MB, running total: 1380MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_shell[viewstate]' (max size: 25MB, running total: 1405MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_shell[xsl]' (max size: 50MB, running total: 1455MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_shell[filtered items]' (max size: 10MB, running total: 1465MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_website[html]' (max size: 25MB, running total: 1490MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_website[registry]' (max size: 25MB, running total: 1515MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_website[viewstate]' (max size: 25MB, running total: 1540MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_website[xsl]' (max size: 50MB, running total: 1590MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'modules_website[filtered items]' (max size: 10MB, running total: 1600MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[html]' (max size: 50MB, running total: 1650MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[registry]' (max size: 0 bytes, running total: 1650MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[viewstate]' (max size: 0 bytes, running total: 1650MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[xsl]' (max size: 25MB, running total: 1675MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[filtered items]' (max size: 10MB, running total: 1685MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'website[renderingParameters]' (max size: 10MB, running total: 1695MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'scheduler[html]' (max size: 0 bytes, running total: 1695MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'scheduler[registry]' (max size: 25MB, running total: 1720MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'scheduler[viewstate]' (max size: 25MB, running total: 1745MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'scheduler[xsl]' (max size: 50MB, running total: 1795MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'scheduler[filtered items]' (max size: 10MB, running total: 1805MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'system[html]' (max size: 0 bytes, running total: 1805MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'system[registry]' (max size: 25MB, running total: 1830MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'system[viewstate]' (max size: 25MB, running total: 1855MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'system[xsl]' (max size: 50MB, running total: 1905MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'system[filtered items]' (max size: 10MB, running total: 1915MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'publisher[html]' (max size: 0 bytes, running total: 1915MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'publisher[registry]' (max size: 25MB, running total: 1940MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'publisher[viewstate]' (max size: 25MB, running total: 1965MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'publisher[xsl]' (max size: 50MB, running total: 2015MB)
ManagedPoolThread #9 18:07:49 INFO  Cache created: 'publisher[filtered items]' (max size: 10MB, running total: 2025MB)
14052 18:07:52 INFO  DumpConfigurationFiles: C:\Inetpub\wwwroot\TrainingSitecore\Website\App_Config has been dumped
14052 18:07:52 INFO  DumpConfigurationFiles: C:\Inetpub\wwwroot\TrainingSitecore\Website\Web.config has been dumped
14052 18:07:52 INFO  DumpConfigurationFiles: C:\Inetpub\wwwroot\TrainingSitecore\Website\Global.asax has been dumped
